age,gender,driving_experience,vehicle_age,annual_mileage,total_claims_cost
69,1,26,9,17580,16666.35229489008
70,1,21,11,21983,19289.2085617572
49,0,9,6,10777,10425.670827382259
45,0,42,6,7388,8537.435006603158
60,1,8,1,12941,12017.984662738605
49,0,1,15,16218,13859.30348217346
58,1,2,0,14483,12252.825953629026
47,1,13,19,23128,17845.103519519344
68,0,41,18,12430,14514.608012683873
54,1,24,8,6845,9971.578357255217
70,0,23,9,12495,13608.552517839973
51,0,8,7,22173,16235.974051935033
58,1,30,14,17626,15806.230923740624
52,0,10,10,21420,16315.393874479218
41,0,13,16,8524,9396.045377983362
61,0,1,2,7017,9594.47687050812
51,0,45,5,14347,13231.97627772979
41,0,19,19,15412,13636.185543067504
45,0,10,4,20124,15127.909509633037
65,0,40,18,21627,17490.049314489803
35,1,16,11,12562,10739.617026689688
47,1,17,11,18428,14192.830612460084
39,0,24,17,12506,11162.307211563086
43,0,28,3,16724,13988.721636187423
66,0,4,1,9284,12197.694906681216
37,0,10,13,7660,7131.37538814642
48,0,9,0,13935,11184.801254539167
57,0,13,8,14774,13805.873450441277
47,0,8,17,24282,17189.43734032291
25,0,8,10,16220,10831.9610233106
68,1,50,16,23948,20818.70063430002
64,1,14,0,19660,16229.221033002064
42,0,16,10,21243,14857.934742342799
55,0,16,14,12802,12490.823779272909
52,1,16,1,20986,16377.986991183523
18,0,45,11,5047,5673.631399639331
47,0,36,13,7381,9877.584398650813
64,0,30,14,21429,17249.959217859818
21,0,21,0,15360,10258.166160189858
45,1,31,2,9331,10141.511269870907
58,1,4,17,12094,13075.993012593819
50,0,10,4,8661,8282.514894652577
60,0,5,4,6982,9319.71740477713
23,0,12,7,7344,6826.021669993406
37,1,36,9,15186,12495.034292989903
31,0,28,9,12004,10110.058887183455
26,1,43,3,7152,6273.5224933343525
45,0,28,1,18229,14043.15897018724
48,0,13,3,21083,14610.77030423928
41,0,2,1,24265,16312.048351141253
23,0,17,8,16695,10731.147809710203
61,1,46,1,6098,9329.117295232323
39,0,38,15,18317,14353.145776431937
66,1,11,18,11789,14116.912930538101
28,0,1,6,14609,9512.279108958777
26,0,31,7,8970,7478.084991191513
35,0,30,4,7247,7745.609526520111
60,0,10,17,23766,18239.67365875705
36,1,29,14,12042,10049.157947308517
50,0,24,0,5960,8765.00086760471
60,1,21,19,16330,14601.404093917183
66,0,12,11,7915,11046.608438404377
66,0,45,3,7419,11789.525938167813
57,1,23,7,19831,16416.471129478043
28,0,49,4,12601,9397.671040465855
67,1,40,12,20914,18922.528202237943
50,0,40,10,8011,10375.194086704356
55,0,49,20,14687,14532.897112051902
51,1,30,5,21373,16421.51655337237
63,1,49,10,13260,13727.473554227248
54,1,20,15,8578,10076.180908554585
18,0,2,6,21090,12087.930462453114
47,0,23,5,16661,12944.388129534098
35,1,23,0,11293,9822.752848451793
21,0,7,19,16177,10218.493039875548
32,0,45,3,10825,9811.499744535748
24,0,25,15,17085,11467.37092185317
31,1,43,1,10660,9704.763179846394
27,1,22,14,24271,16162.74021813221
52,1,48,7,9190,10925.368393719817
24,0,3,13,22399,14247.059652411544
22,1,39,10,16736,11736.176070937621
41,0,16,5,5340,6536.545916734516
55,0,11,14,16424,14754.342673157944
22,1,15,17,22252,14473.527005403552
38,0,29,17,8025,8448.427154468502
67,1,1,7,6189,9476.489942031518
58,0,18,10,23943,18612.773322574078
52,0,32,13,19346,15359.958817614588
20,0,44,3,21158,13636.631064423824
26,0,5,2,22066,14110.261710510948
62,1,8,9,9809,11350.34751054087
44,0,20,11,24626,17371.29070179819
46,1,10,20,6438,8226.33689193851
44,0,18,8,18111,13900.268931581852
56,1,17,0,12324,11766.915225301196
59,0,17,1,22240,18657.173115186073
34,1,29,2,8170,8375.767984067037
51,1,1,14,7026,9566.78060441589
37,1,14,6,20683,14216.374217309734
66,1,41,4,18475,16623.785748916347
43,0,19,20,23328,18316.83668135045
29,0,26,15,22483,14696.35464256224
41,0,49,7,12438,11187.64993569722
41,0,2,11,24347,16572.694009466395
55,1,12,11,12135,12639.683075464345
47,1,3,12,6364,6751.487613246623
39,1,16,15,16497,13895.296913533764
47,0,25,11,16864,13415.101973854315
68,0,44,5,12665,13549.21824242831
27,0,20,9,21622,14009.861386428856
65,0,41,12,6276,11147.266289097879
50,1,2,9,21441,15554.777448619952
59,0,31,18,24564,18404.008485034843
24,0,6,2,8188,6429.07167927564
42,1,50,12,19108,15228.121701354681
41,1,6,15,20521,15313.08102590306
19,1,28,6,17625,11972.358358424513
53,1,13,17,14647,13126.522368386995
69,1,48,3,22766,20014.48789842482
25,1,43,13,15908,12252.903855482786
64,1,22,7,8644,11090.85667027698
31,1,22,3,20599,14335.923878370964
34,1,40,3,18620,14078.283637332926
54,0,20,4,11911,11184.722861946217
66,1,19,20,20506,18544.21083566451
34,1,3,11,22533,14967.490357971685
33,0,12,14,21674,15048.173152215642
49,0,50,17,7005,9868.893435522616
69,1,40,3,8380,11584.523307052597
42,1,2,11,14219,12392.711464554382
55,0,20,3,23517,18405.533341133047
20,0,23,6,9601,6905.622943210624
31,1,27,6,5830,6677.048067494881
26,1,15,11,7830,7364.465358699151
61,0,48,4,17036,14805.641686816149
26,0,12,11,19375,12632.447326091064
41,1,13,3,9293,9285.748237153084
63,0,47,13,24769,19841.285713626177
20,0,10,13,6488,4811.856710859572
53,0,36,13,7173,9254.687003056355
52,1,37,11,13816,12666.52176387911
56,1,47,1,12126,12670.12226533363
50,0,10,5,7852,8367.338407517907
54,1,22,8,13202,12881.020339561463
39,0,15,8,24309,17126.273176789495
21,0,11,3,9159,6706.898669714548
46,0,13,3,17177,14010.546499469443
44,0,21,4,6095,8474.049468175499
25,0,9,18,8930,7676.416964944671
61,1,46,3,11337,12548.536324565546
61,1,40,16,13755,14112.40785723624
29,0,26,8,16930,11186.223452865315
64,1,24,15,24108,19614.174766293792
26,1,49,0,17274,12334.69237371627
41,1,7,4,7105,7785.988611217676
20,1,18,20,16286,9693.756271356746
20,1,20,9,7457,6494.608893295381
43,0,39,4,9375,10170.161103944258
58,1,35,18,19025,16065.39051791584
24,0,12,4,5608,6068.516934003601
44,1,38,17,9751,10784.02755466257
40,1,31,17,21716,15344.001293982836
61,1,27,18,18946,16123.702931458309
62,1,46,12,8546,11592.627228562262
66,0,36,15,23827,19188.247838045954
49,1,21,20,9000,9846.972389172135
32,0,47,7,14283,12171.323957327591
64,0,45,18,19526,17025.03800185897
37,0,39,14,21437,15748.921578898186
52,0,20,6,14329,12165.381762472167
44,1,28,15,13581,12146.929772843496
62,0,7,11,20990,17448.861113768322
36,0,34,8,21398,15774.52209346297
19,0,25,11,22774,13557.327634908346
39,1,18,17,10648,9671.332155338836
54,0,26,14,8111,10843.342634512504
58,0,30,4,7920,10775.122213672274
67,0,43,19,24605,20288.268860246513
50,1,32,9,22174,16971.081733203435
21,0,43,2,17344,11447.536972104548
35,1,10,12,9385,9058.993292468529
54,1,16,17,16191,14449.795577237319
52,1,39,20,13692,13329.219273382701
59,0,47,15,10199,11966.807510351571
42,1,4,11,7410,8403.803116528077
56,0,44,1,24551,18641.049350061596
31,0,37,15,5243,5985.836626186601
44,1,45,11,9294,9749.265700003454
27,1,32,1,24846,14899.432075318342
40,0,37,4,9196,9924.626356924031
27,1,20,5,17735,12824.4754377539
38,1,20,14,14988,13241.142630822895
58,0,46,11,22324,19280.308438689823
56,1,1,2,22830,16668.71310416211
23,1,42,8,12212,8809.532135375077
69,1,37,11,6668,10941.585957591084
45,0,46,20,8913,11112.53223455431
25,1,3,11,24338,14512.091811780228
48,0,11,8,11711,10761.28075574644
43,1,29,8,9011,9202.10978354944
41,1,26,1,13580,11251.34489497904
54,1,11,20,16731,14865.448350478597
36,0,37,11,8933,8380.43055981265
37,0,36,1,16917,12897.69415522105
28,1,30,17,12033,8999.214977995971
44,0,47,15,21486,17050.733125531275
66,1,16,13,13548,14465.198804327378
24,0,9,10,5277,5651.272383509191
59,0,36,4,8299,10773.83651136809
61,0,35,1,10458,12571.178884062601
21,1,24,18,7327,7042.185021286963
48,0,33,4,6587,8287.984591625007
69,0,4,7,5710,11304.594783604156
52,0,21,2,8242,9484.455093951103
18,1,43,20,9794,7595.234906420895
65,1,36,16,13152,14443.846970353437
22,1,27,20,21401,14124.148271263315
68,0,18,1,14520,14525.767388796705
34,0,35,10,17313,12341.945950278583
60,1,45,17,7345,11078.6220190358
18,0,36,11,23583,14835.174926373535
41,0,30,0,19217,15430.36796149713
50,0,18,15,14653,12745.766895245359
35,0,17,2,24256,16397.983835241477
20,1,23,18,15778,10409.789099070094
22,0,44,10,9527,8294.509298182524
56,1,47,13,15265,14031.952389088628
23,1,19,5,7811,5686.695481979733
33,0,18,0,14604,9808.549066312762
30,1,3,4,7725,7426.11577945711
50,1,41,19,6635,9695.556634953451
68,0,20,13,15574,15569.612400275339
67,0,13,18,8190,10564.884104240407
27,1,1,7,24795,15204.822793975474
31,1,32,6,9289,8563.489708542098
59,0,24,11,7408,11239.58643421861
51,0,1,11,12252,11227.234207102194
33,0,26,7,20625,14742.676611666499
58,0,39,5,6986,10208.686980727847
34,0,36,6,9797,9663.468055245547
19,0,19,12,14752,10098.74980335447
32,1,27,9,22402,15238.942081628524
40,1,22,12,7333,8333.95688949268
44,1,44,17,6748,9157.987569296427
57,1,31,2,22078,17411.926100122757
20,1,44,0,5039,5263.717916474859
51,0,18,4,15556,13284.461893493522
66,0,41,12,14473,15441.53913911345
20,0,36,12,15125,10549.490218607947
60,1,45,2,10001,11492.779232853263
54,1,46,5,20670,16707.737617243
39,0,28,3,21219,14525.430880339774
50,0,45,9,21109,17583.861620728592
20,1,14,15,9685,8770.92013760335
31,0,49,17,22526,15840.396849447861
55,0,39,11,10179,11703.016290001684
33,0,31,8,24077,15707.642449963789
27,1,39,7,24609,16098.117246864505
44,0,7,6,11332,10875.795387373797
25,1,50,18,19568,14164.355516769336
40,1,12,11,16999,13015.671766347077
26,0,22,17,20886,14622.283748165904
52,1,2,16,19013,16059.917355814161
51,0,37,16,15616,13972.226436832834
55,0,11,3,19996,16021.486950027867
51,1,45,16,14036,14025.28761400431
